Annotation	baseMean.CX	log2FoldChange.CX	lfcSE.CX	stat.CX	pvalue.CX	padj.CX	baseMean.QJ	log2FoldChange.QJ	lfcSE.QJ	stat.QJ	pvalue.QJ	padj.QJ	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Annotation2	q0.2	direction
Bifidobacterium_adolescentis	9922.79714582115	-0.681777847610384	0.67703920196011	-1.00699907130422	0.313935220477053	0.781103831832142	46863.76356	-0.681870234	0.502383203	-1.357271163	0.174695066	0.446652792	139.5223785	-0.308761878	0.408483688	-0.755873215	0.449725215	0.999634334	Bifidobacterium_adolescentis		
Bifidobacterium_angulatum	151.167506695935	-0.923637958916996	0.418471410303811	-2.20717099465991	0.0273021153575042	0.298698143018409	1130.378384	-0.972613425	0.372024848	-2.614377591	0.008939019	0.072899237	40.90947643	-0.288776495	0.338883165	-0.852141756	0.394135419	0.999634334	Bifidobacterium_angulatum	QJ	decrease
Bifidobacterium_animalis	155.305628090861	-0.373001779754383	0.314991390706982	-1.1841649986598	0.236347754440991	0.72401195443757	378.3537974	-1.085361409	0.285699761	-3.798958057	0.000145306	0.004675711	320.8178451	-0.785406762	0.574645051	-1.366768513	0.171697875	0.888176915	Bifidobacterium_animalis	QJ	decrease
Bifidobacterium_asteroides	20.651600133295	-0.150402413175116	0.496260972168383	-0.303071209726491	0.76183559424675		78.84134216	-0.757297457	0.24538404	-3.086172418	0.002027512	0.028000387	38.30547655	0.653686584	0.330688084	1.976746719	0.048070267	0.703389272	Bifidobacterium_asteroides	QJ	decrease
Bifidobacterium_bifidum	7473.35937643299	-1.69285107666137	0.683389829285653	-2.47713823665024	0.013244059508929	0.205212775405906	9652.114328	-0.477561725	0.469489551	-1.017193512	0.309061382	0.592991281	250.3794268	0.316112938	0.295399403	1.070120434	0.284565103	0.984639623	Bifidobacterium_bifidum		
Bifidobacterium_breve	2110.74866596645	0.106072298834498	0.283422316331112	0.374255281685642	0.708214398545242	0.94489219709958	5453.657437	-0.704854303	0.23166489	-3.042559896	0.002345751	0.030630716	764.7054877	0.721471707	0.377968787	1.908812927	0.056286229	0.737730123	Bifidobacterium_breve	QJ	decrease
Bifidobacterium_catenulatum	2216.85312931933	-1.4298754616223	0.435567738531186	-3.28278551217797	0.00102786839856851	0.0538034292640863	22836.28746	-1.282453373	0.414040313	-3.097411852	0.001952184	0.02734147	82.52164131	0.51564883	0.334112855	1.543337295	0.122748959	0.86191994	Bifidobacterium_catenulatum	CX_QJ	decrease
Bifidobacterium_choerinum	18.2022287620243	-0.186865432236279	0.683704475471392	-0.273313162251045	0.784612498370469		61.17470234	-1.030660841	0.339115474	-3.039262193	0.002371584	0.030715304	302.079938	-1.252621228	0.64278367	-1.948744636	0.051325928	0.713061224	Bifidobacterium_choerinum	QJ	decrease
Bifidobacterium_coryneforme	0	0	0	0	1		0.649005238	-0.190168216	2.915742972	-0.065221186	0.947997893		1.319316876	4.005308874	3.027557916	1.322950373			Bifidobacterium_coryneforme		
Bifidobacterium_dentium	204.397278432144	-0.272199747910869	0.566104809493586	-0.480829244595832	0.630637863579375	0.927045355660308	717.792967	-0.980911829	0.336631888	-2.91390051	0.003569436	0.040198653	15.53396063	-0.678615838	1.065586329	-0.636847358	0.524224275	0.999634334	Bifidobacterium_dentium	QJ	decrease
Bifidobacterium_gallinarum	86.2435807491121	-0.460368843063402	0.441029360159189	-1.04385078330666	0.296554431845109	0.764577114663957	540.0089205	-1.258473512	0.340706603	-3.69371624	0.000221	0.006240788	69.68839706	-0.223990503	0.217156492	-1.031470444	0.302320261	0.988187863	Bifidobacterium_gallinarum	QJ	decrease
Bifidobacterium_indicum	0.805612868487186	3.00013183873711	2.92116927227696	1.02703115057711	0.304405796189611		0.585338522	-1.244867611	2.916957681	-0.426769171	0.669547463		1.020178505	3.630716922	3.034730048	1.196388761	0.231544885		Bifidobacterium_indicum		
Bifidobacterium_longum	14652.1770873738	-0.837415797802052	0.393317469047653	-2.12910908795814	0.0332452360516334	0.341367284150291	156118.9077	-0.884267806	0.429551915	-2.058581921	0.039534306	0.190328008	433.0723181	-0.11800832	0.299733189	-0.393711221	0.693794256	0.999634334	Bifidobacterium_longum	QJ	decrease
Bifidobacterium_pseudocatenulatum	17496.2561901385	-1.60366987240878	0.581157971567268	-2.759438828799	0.00579007259576644	0.140028334618667	185718.4911	-1.047675167	0.476404185	-2.199130908	0.027868615	0.147695855	255.4906273	-0.168923769	0.294450039	-0.573692467	0.566175927	0.999634334	Bifidobacterium_pseudocatenulatum	CX_QJ	decrease
Bifidobacterium_pseudolongum	67.2675420649577	-0.351747924753883	0.461734796330078	-0.761796441484629	0.44618150457843	0.855142445688379	135.5218296	-0.922102938	0.257497028	-3.581023611	0.000342251	0.008346268	41240.06647	-0.442377548	0.757088772	-0.584313972	0.559009093	0.999634334	Bifidobacterium_pseudolongum	QJ	decrease
Bifidobacterium_scardovii	80.5314006525033	-0.373795530783735	0.28158851290692	-1.32745305170632	0.184358860385731	0.690429007038437	305.2560317	-0.848693756	0.212449837	-3.994795978	6.47e-05	0.002552229	25.68728909	-0.094818074	0.346428077	-0.273702048	0.784313604	0.999634334	Bifidobacterium_scardovii	QJ	decrease
Bifidobacterium_thermophilum	75.6785520751857	0.34006741650979	0.386980328512992	0.878771843045695	0.37952499599226	0.813015084654748	226.4869784	-0.801163064	0.242532468	-3.303322939	0.000955463	0.017216531	32.91216517	-1.03312215	0.69111016	-1.494873337	0.134947502	0.86191994	Bifidobacterium_thermophilum	QJ	decrease
Blastochloris_tepida	9.20053424245991	-0.366847604983385	1.02817137105863	-0.356796167749419	0.721244405393177		28.82309488	-0.544072026	0.440586897	-1.234880178	0.216875102		7.05881182	0.679687019	2.713582674	0.250475884	0.802219352	0.999634334	Blastochloris_tepida		
Blastochloris_viridis	135.315569760521	-0.728640826625502	0.761626969092603	-0.956689897015595	0.338723798982738	0.797799169461954	91.94763476	-1.570249631	0.552455815	-2.842308087	0.004478819	0.04612547	45.73620647	-0.006155968	0.353116751	-0.017433238	0.986090993	0.999634334	Blastochloris_viridis	QJ	decrease
Blastococcus_saxobsidens	6.76465813456764	-0.322071759981187	1.43813474739618	-0.2239510314067	0.822795406700761		15.49987285	-0.861463602	0.754265982	-1.142121775	0.253403405		17.34733965	0.118329417	0.905365794	0.130697909	0.896014286	0.999634334	Blastococcus_saxobsidens		
Blastomonas_fulva	2.49487214419643	0.379580782841132	2.89848774102619	0.130958215716567	0.895808361688222		28.74431516	2.157539606	1.005364812	2.146026576	0.031870858								Blastomonas_fulva		
Blastomonas_sp._RAC04							1.071260423	-0.952358369	2.909873703	-0.327285122	0.743452245								Blastomonas_sp._RAC04		
Blattabacterium_clevelandi	0.814100560515129	3.01706356946299	2.92107085732067	1.03286216488099	0.301668406933591		1.707061946	-4.16535031	2.910247766	-1.431269996	0.152352849								Blattabacterium_clevelandi		
Blattabacterium_cuenoti	56.5655438076329	0.244913890301077	0.638349202177417	0.38366757484097	0.701224848230858	0.94489219709958	55.73853572	-0.418896754	0.48086745	-0.871127282	0.383684659	0.655172721	23.14954947	-0.733042512	1.384486491	-0.52946888	0.596480227	0.999634334	Blattabacterium_cuenoti		
Blattabacterium_punctulatus	0.499674608854345	-0.00195403004844093	2.92905773514394	-0.000667118993591605	0.999467716094277		7.272426841	-0.913250094	1.689044791	-0.540690276	0.588721082								Blattabacterium_punctulatus		
Blattabacterium_sp._(Blaberus_giganteus)	2.93299484479214	-0.392129942690213	1.83920641642932	-0.213206054082555	0.83116624635553		7.426389763	0.472435582	1.222033637	0.386597854	0.699053947		3.718074833	5.488601026	3.011930276	1.82228688			Blattabacterium_sp._(Blaberus_giganteus)		
Blattabacterium_sp._(Blatta_orientalis)	3.77805843496627	1.82698697464736	1.70651939918683	1.07059256139598	0.284352669607576		1.04571448	-1.166656224	2.910442575	-0.400851827	0.688529219								Blattabacterium_sp._(Blatta_orientalis)		
Blattabacterium_sp._(Blattella_germanica)	7.78587999920252	1.68528992202391	1.42955855865071	1.17888834411552	0.238442639645811		4.407249902	-0.039017467	1.356185266	-0.028770012	0.977048018		2.405586249	0.14948764	2.935407983	0.050925677			Blattabacterium_sp._(Blattella_germanica)		
Blattabacterium_sp._(Cryptocercus_kyebangensis)	40.5131137597031	0.585405914476385	0.986842845610668	0.593210881631441	0.55304003112497	0.895940793895549	15.63493801	1.381444739	1.237209999	1.116580645	0.264173671		1.571912732	-3.962685726	3.019846267	-1.31221439			Blattabacterium_sp._(Cryptocercus_kyebangensis)		
Blattabacterium_sp._(Mastotermes_darwiniensis)	14.5282472879246	0.066284906815314	1.14430690506571	0.0579258121417243	0.9538077225226		4.781413757	-0.040622233	1.370300852	-0.029644755	0.976350371								Blattabacterium_sp._(Mastotermes_darwiniensis)		
Blattabacterium_sp._(Nauphoeta_cinerea)	0.495147188160498	2.31298894135197	2.92617217572673	0.790448682595898	0.429265780743147		0.192786121	0.119664672	2.924501578	0.040917971	0.96736129		3.48938863	-5.10735727	3.010729033	-1.696385564			Blattabacterium_sp._(Nauphoeta_cinerea)		
Blattabacterium_sp._(Periplaneta_americana)	0	0	0	0	1		2.263233951	-2.488527009	2.444859786	-1.017860829	0.308744099								Blattabacterium_sp._(Periplaneta_americana)		
Blautia_producta	5968.83043490551	0.520708977189409	0.203259211714294	2.56179768089099	0.0104131959850982	0.188614141297146	8120.972891	0.262095349	0.148861167	1.76066972	0.078294321	0.284496476	9884.262231	0.096804051	0.353453785	0.273880362	0.784176564	0.999634334	Blautia_producta	CX	increase
Blautia_sp._N6H1-15	6485.56157253735	1.76989770868204	0.287515211446315	6.15584024156063	7.46804776205173e-10	1.96089596952158e-07	6307.311341	-0.064304755	0.185279114	-0.347069637	0.728539004	0.894481372	2882.255009	-0.16211046	0.386210037	-0.419746884	0.674670371	0.999634334	Blautia_sp._N6H1-15	CX	increase
Blautia_sp._SC05B48	74063.7457766857	-0.788203427198468	0.28214029955602	-2.7936577243265	0.00521156073685376	0.139291787333017	46820.09696	-0.083561184	0.166879624	-0.500727305	0.616563053	0.823825774	2999.702372	-0.001866488	0.367058962	-0.00508498	0.99594279	0.999634334	Blautia_sp._SC05B48	CX	decrease
Blautia_sp._YL58							0	0	0	0	1								Blautia_sp._YL58		
Blochmannia_endosymbiont_of_Camponotus_(Colobopsis)_obliquus							0.534993884	-2.508777358	2.915119293	-0.860608814	0.38945353		10.1844202	2.563978456	1.767750506	1.450418737	0.146941785	0.868526926	Blochmannia_endosymbiont_of_Camponotus_(Colobopsis)_obliquus		
Blochmannia_endosymbiont_of_Camponotus_nipponensis							0.365085642	-1.05010142	2.91990118	-0.359635945	0.719119399		1.883343451	-4.223734728	3.017094306	-1.399934606	0.161532902	0.887309158	Blochmannia_endosymbiont_of_Camponotus_nipponensis		
Blochmannia_endosymbiont_of_Polyrhachis_(Hedomyrma)_turneri	3.72286845133945	1.38110730848173	2.44527387760458	0.564806797770515	0.572205182850162		4.26122256	-1.311469611	1.506366387	-0.870617947	0.383962794								Blochmannia_endosymbiont_of_Polyrhachis_(Hedomyrma)_turneri		
Bombella_sp._KACC_21507	35.0170972105843	-0.739843765980027	0.576637417135451	-1.28303114573337	0.199481164531758		27.30575573	0.115642207	0.572860626	0.201867961	0.84001995		23.37072535	0.33973919	0.35907819	0.946142647	0.344075834	0.999634334	Bombella_sp._KACC_21507		
Bordetella_avium	18.7181724431358	0.762462134389031	0.892809309124444	0.854003342703447	0.393103137268342		11.80905991	0.493902795	0.731275454	0.675399115	0.499422228		8.882364483	0.469811503	1.572599679	0.298748314	0.76513209	0.999634334	Bordetella_avium		
Bordetella_bronchialis	34.7697921534381	-1.31083837052776	0.569248680444862	-2.30275170686974	0.0212928171165932		43.22717652	-0.552218353	0.424425107	-1.301097281	0.193225158		40.52518599	0.027966411	0.218197902	0.128169934	0.898014493	0.999634334	Bordetella_bronchialis		
Bordetella_bronchiseptica	30.9418123231736	-1.54046570057081	1.65307652256172	-0.931878034407991	0.351399560578421		27.47004385	-0.62333574	1.171769307	-0.531961143	0.594752908		118.4248278	-0.536039368	0.632765041	-0.847138089	0.396918157	0.999634334	Bordetella_bronchiseptica		
Bordetella_flabilis	19.4258963770391	-0.639371155860951	0.774605659032179	-0.825415033321348	0.40913600287944		11.61638713	-0.046527262	0.682186211	-0.06820317	0.945623904		64.55517755	0.575250865	0.359185117	1.601544269	0.109256423	0.852260604	Bordetella_flabilis		
Bordetella_genomosp._13	44.8110574300992	-0.484655571640078	0.382904416923837	-1.26573512923587	0.205607926907881	0.704357062763044	50.47953694	0.018675982	0.386124663	0.048367751	0.96142316	0.98801219	77.42318739	-0.104738098	0.31094973	-0.336832895	0.736242874	0.999634334	Bordetella_genomosp._13		
Bordetella_genomosp._6	0	0	0	0	1		0.869940602	-3.196977855	2.912472352	-1.09768522	0.272341966		1.820496158	-4.175786556	3.017563369	-1.383827295			Bordetella_genomosp._6		
Bordetella_genomosp._8	19.1653052272036	0.376731801942267	0.745600343695424	0.505273106601679	0.613367029031522		15.89118441	-0.63537075	0.589714029	-1.077421799	0.28129187		71.8728929	-0.196234603	0.422534274	-0.464422924	0.642344769	0.999634334	Bordetella_genomosp._8		
Bordetella_genomosp._9	49.1145237310114	-0.896221114563774	0.570245794144222	-1.57164002569935	0.116034058363452	0.571473985943373	40.29516243	0.271570114	0.372916169	0.728233679	0.466470552		25.34636859	0.022764058	0.300532208	0.075745819	0.939621323	0.999634334	Bordetella_genomosp._9		
Bordetella_hinzii	43.3062280011788	0.270938852071312	0.517903803952057	0.523145128504198	0.60087326281543	0.91721829844426	41.34650613	-0.044467187	0.341749404	-0.130116357	0.896474369		15.64880835	-0.498176678	1.334388342	-0.373337103	0.708897565	0.999634334	Bordetella_hinzii		
Bordetella_holmesii	96.7932873573716	-0.68186426712668	0.43153211912649	-1.58010084743382	0.114083773284885	0.571351431328663	43.38595063	0.026283933	0.433813421	0.060588104	0.951687248	0.985960539	19.7217576	0.544889187	1.986093204	0.274352274	0.783813916	0.999634334	Bordetella_holmesii		
Bordetella_parapertussis	64.7852285833315	0.173785898091411	2.06175651216393	0.0842902142256423	0.932825692630894	0.984392841477025	23.81227283	-1.4134362	2.185979204	-0.646591787	0.517896175								Bordetella_parapertussis		
Bordetella_petrii	111.162421895328	0.579798028242302	0.644015974515593	0.900285165563488	0.367968513467566	0.809002545159553	97.41153391	-0.536598643	0.340580042	-1.575543417	0.115131065	0.357552468	52.57260543	0.794103144	0.348945497	2.275722572	0.022862619	0.502747854	Bordetella_petrii		
Bordetella_pseudohinzii	27.727166330309	0.20905505474669	0.933896276551228	0.223852541225141	0.822872045196482		22.913886	0.316211167	0.802168381	0.394195502	0.693436706		34.47919525	-0.058791366	0.690487408	-0.085144732	0.932146328	0.999634334	Bordetella_pseudohinzii		
Bordetella_sp._H567	21.5728695442366	-1.22598595553119	0.781992195171847	-1.56777262369195	0.116934206036911		37.88787073	-0.839667663	0.412937052	-2.033403539	0.04201177		4.319985579	1.470826743	2.665379749	0.551826337	0.581067341	0.999634334	Bordetella_sp._H567		
Bordetella_sp._HZ20	125.933686355666	-1.19559893093644	0.684369649572642	-1.74700752975098	0.0806360319917384	0.505832855975478	77.0486667	-1.825457691	0.819576967	-2.227316975	0.025926097	0.141769292	9.92520129	-1.626866266	1.839031097	-0.884632277	0.376354993	0.999634334	Bordetella_sp._HZ20	QJ	decrease
Bordetella_sp._N	38.5001993986797	-0.617559883883502	0.349462327578702	-1.76717155225958	0.0771995023623317		32.47721379	-0.606938873	0.349378332	-1.737196664	0.082352464		12.0008169	0.263812149	1.064483291	0.247831179	0.80426503	0.999634334	Bordetella_sp._N		
Bordetella_trematum	52.8792204142874	-0.919012550304825	0.484766298706709	-1.89578473742219	0.0579885148788003	0.450298231174858	62.24724704	0.095173528	0.265046369	0.359082558	0.719533329	0.890642282	16.08126447	0.692126264	1.133699182	0.61050257	0.541528942	0.999634334	Bordetella_trematum		
Borrelia_anserina	0	0	0	0	1		2.333027917	-1.931933766	2.287694164	-0.844489529	0.398395912		0						Borrelia_anserina		
Borrelia_coriaceae	30.4897835823108	0.938981946421008	0.89211672140906	1.05253261584193	0.292555254541854		28.29298288	0.241996505	0.457732018	0.528685989	0.597023298		3.164783143	-1.442958303	2.936411395	-0.491401956			Borrelia_coriaceae		
Borrelia_crocidurae	11.6325582523699	-1.04150638386814	1.6902360535753	-0.616189899431548	0.537769193990679		15.56230427	1.884647617	1.418904248	1.328241577	0.184098313								Borrelia_crocidurae		
Borrelia_duttonii	66.9823409839837	-1.33306957786553	1.68754135673214	-0.789947797455445	0.429558255636527	0.845319136895007	12.43508124	-1.31614466	1.863334733	-0.706338286	0.47997779								Borrelia_duttonii		
Borrelia_hermsii	8.36436463540005	-0.259772907620695	1.87252353404418	-0.138728781186344	0.889664473909925		4.989055868	-0.584742523	1.60556671	-0.364196965	0.715710933		7.19073419	6.436234599	3.007718996	2.139905559	0.0323624	0.600075684	Borrelia_hermsii		
Borrelia_mayonii	1.71872939836471	0.152570199970148	2.90326895376281	0.0525511767597033	0.958089518479129		0.133512512	-0.904326379	2.923959832	-0.309281396	0.757107481								Borrelia_mayonii		
Borrelia_miyamotoi	53.9622354482565	-0.200741609933027	0.781112664349605	-0.256994437672029	0.797183066998733	0.968011663356774	30.47096125	-0.780518532	0.668525181	-1.167523011	0.242999221		13.49805444	-7.062724543	1.967444816	-3.589795499	0.000330937	0.031953857	Borrelia_miyamotoi	mice	decrease
Borrelia_parkeri							0	0	0	0	1								Borrelia_parkeri		
Borrelia_recurrentis							0	0	0	0	1								Borrelia_recurrentis		
Borrelia_sp._CA690	7.48521186244127	-1.21467699649266	1.36102910211048	-0.89246952516234	0.372141320172831		30.93062747	-0.594329066	0.575847661	-1.032094262	0.302027962								Borrelia_sp._CA690		
Borrelia_turcica	18.1304433942274	-0.328314068206875	1.35185875598897	-0.242861221079782	0.808112907376504		19.30210467	-0.171238083	0.63509988	-0.269623863	0.78744964		3.404658939	-1.086206475	2.927867276	-0.370988973			Borrelia_turcica		
Borrelia_turicatae	0.556555695617102	-2.5838861007415	2.92338274786728	-0.883868560360954	0.376767170716585		4.272604318	-1.830049606	1.635730584	-1.118796471	0.263226978								Borrelia_turicatae		
Borreliella_afzelii	11.0231989778056	-0.160031883956355	1.55406223556346	-0.102976496239439	0.917981625051221		11.80355754	1.335060806	1.07662807	1.24003901	0.214960966								Borreliella_afzelii		
Borreliella_bavariensis	0	0	0	0	1		0.192445753	1.417297874	2.92382597	0.484740846	0.627860189		1.67913057	4.349495464	3.022407556	1.439083044			Borreliella_bavariensis		
Borreliella_bissettii	0	0	0	0	1		1.560687377	-0.661483704	2.904856373	-0.227716492	0.81986665								Borreliella_bissettii		
Borreliella_burgdorferi	3.0296829120502	1.43528087116883	2.68001941902408	0.535548683334346	0.59227050290817		1.340644875	-0.476529471	2.906430081	-0.163956971	0.869765018								Borreliella_burgdorferi		
Borreliella_finlandensis							0	0	0	0	1								Borreliella_finlandensis		
Borreliella_garinii	0.617169267324186	-2.73609420786084	2.92214827821523	-0.936329695607362	0.349103463276252		2.801025767	-2.10647418	2.276045418	-0.925497428	0.354707221								Borreliella_garinii		
Borreliella_valaisiana	0	0	0	0	1		1.068687449	-2.732115957	2.911967215	-0.938237197	0.348122527		3.715602682	0.583371578	2.918863325	0.199862588			Borreliella_valaisiana		
Bosea_sp._AS-1	24.7722484665384	-0.87685111735936	0.639474913447339	-1.37120487281096	0.170311099620823		27.65776162	-0.385359559	0.475677192	-0.810128308	0.417866436		19.24017157	1.152984635	0.847342691	1.360706415	0.173606487	0.888176915	Bosea_sp._AS-1		
Bosea_sp._F3-2	23.992965718342	-0.468107994013949	0.645181407741478	-0.725544766785218	0.46811789164645		17.01765694	-0.324394254	0.476579418	-0.680671975	0.496079073		98.15943835	-0.211277522	0.287197703	-0.735651851	0.461942599	0.999634334	Bosea_sp._F3-2		
Bosea_sp._PAMC_26642	13.9206986665981	-0.186027911787353	1.08764897942759	-0.171036718009201	0.864194894170027		13.654755	-0.392231857	0.866004783	-0.452921121	0.650605542		5.675150668	1.121259555	2.909336692	0.38540041	0.699940779	0.999634334	Bosea_sp._PAMC_26642		
Bosea_sp._RAC05	26.1729285679145	0.000972561271854773	0.715260033480095	0.00135973104371955	0.998915091927681		22.24480808	-0.835530149	0.431049941	-1.938360431	0.052579264		24.51399474	0.457359159	0.573216729	0.797881735	0.424939123	0.999634334	Bosea_sp._RAC05		
Bosea_sp._Tri-49	26.2035841982027	0.662148575174573	0.459677404080232	1.44046361491156	0.14973627694861		38.03732531	-0.175864975	0.341910923	-0.514359041	0.60700099		67.81236946	-0.328862706	0.360982193	-0.911021962	0.362283802	0.999634334	Bosea_sp._Tri-49		
Bosea_vaviloviae	69.9231878721109	-0.381017532179776	0.642358274031971	-0.59315423741364	0.553077935471369	0.895940793895549	35.58367293	-0.110592913	0.396010424	-0.279267681	0.780039407		20.72415304	-0.522091462	0.656322275	-0.795480333	0.426334147	0.999634334	Bosea_vaviloviae		
Boseongicola_sp._CCM32	10.6106292352769	-0.872282602366418	1.29026396302643	-0.676049728863542	0.499009072466458		12.44506422	0.958125562	0.857234944	1.117693077	0.263698101		26.51287041	0.123974668	0.405411198	0.305799811	0.759757072	0.999634334	Boseongicola_sp._CCM32		
Brachybacterium_faecium	13.3850671262242	-1.01382260703061	1.2922241993492	-0.78455627710826	0.432713773790001		12.60367637	-0.716235409	0.821646213	-0.871707795	0.383367806		74.94571982	0.207642187	0.250759336	0.828053666	0.407640108	0.999634334	Brachybacterium_faecium		
Brachybacterium_ginsengisoli	6.16252516509395	-1.40756895503469	1.6427815954993	-0.856820504253875	0.391544092018027		10.1939582	-0.491164798	0.95800721	-0.51269426	0.608165205		10.97961557	-1.353867134	0.965090303	-1.402839848	0.160664601	0.887309158	Brachybacterium_ginsengisoli		
Brachybacterium_saurashtrense	19.4197998563237	0.0347133024942559	0.663905576794747	0.0522865053519317	0.958300405778148		16.65368186	-0.214120723	0.614752783	-0.348303789	0.727612049		152.0057248	-0.407658088	0.302400973	-1.348071352	0.177635435	0.888176915	Brachybacterium_saurashtrense		
Brachybacterium_sp._P6-10-X1	10.4805695464014	-0.472036461039178	1.00490495391932	-0.469732445041837	0.638546184396164		21.24123039	0.349449989	0.556758991	0.627650374	0.530233002		25.02220384	0.514627839	0.600398919	0.85714318	0.39136576	0.999634334	Brachybacterium_sp._P6-10-X1		
Brachybacterium_sp._SGAir0954	6.07378431698023	-0.602026377958475	1.42891640552568	-0.42131672337893	0.673523820101078		6.594514763	-1.127545828	1.04811633	-1.075783094	0.282024275		24.03405664	-0.237275319	0.282006095	-0.841383656	0.400133039	0.999634334	Brachybacterium_sp._SGAir0954		
Brachybacterium_sp._VM2412	14.5889957477015	-1.05683811127571	1.03932165083685	-1.01685374342462	0.309223011067351		35.20845317	-0.043907604	0.496219619	-0.088484216	0.929491829		17.66350739	0.57281342	0.594479674	0.963554255	0.335269451	0.999634334	Brachybacterium_sp._VM2412		
Brachybacterium_sp._VR2415	19.3533797270126	-0.712248710457441	1.02874132596492	-0.692349663108342	0.4887177689365		14.41797626	-0.40206483	0.89879143	-0.447339412	0.654630014		21.45796108	-0.106804557	0.922689967	-0.11575346	0.907847936	0.999634334	Brachybacterium_sp._VR2415		
Brachyspira_hampsonii	45.8973138999078	0.00345636688589817	0.654951532098399	0.00527728651130003	0.995789354113951	0.996954459509498	60.23110843	-0.097175577	0.380050224	-0.25569141	0.798189129	0.924784955	22.26878708	-0.358965023	0.637768014	-0.562845761	0.573539917	0.999634334	Brachyspira_hampsonii		
Brachyspira_hyodysenteriae	29.6732964129227	0.9896179568183	0.548712910099638	1.80352592148525	0.0713056582558765		58.55050127	-0.46973273	0.331018582	-1.419052451	0.155883725	0.423144918	20.87225006	-0.404625159	1.425856467	-0.283776922	0.776581342	0.999634334	Brachyspira_hyodysenteriae		
Brachyspira_intermedia	30.6888541090606	-0.213169910571905	0.714150233671361	-0.298494491104518	0.765325780055968		54.40486106	-0.596106647	0.47397944	-1.257663512	0.208513474	0.49435463	67.1091357	0.244218197	0.336266206	0.726264467	0.467676658	0.999634334	Brachyspira_intermedia		
Brachyspira_murdochii	9.80527648434297	0.0145767818471849	1.13613903944252	0.0128301038351234	0.989763339082689		22.83103426	-0.00224367	0.622750899	-0.003602838	0.997125358		30.69262042	0.75556332	0.946417017	0.798340802	0.424672747	0.999634334	Brachyspira_murdochii		
Brachyspira_pilosicoli	67.3055244080561	0.737886085550045	0.495220339033831	1.49001571096545	0.136220104989884	0.612157831225931	213.7651685	-1.746714439	0.469114632	-3.723427748	0.000196536	0.005810099	50.13735437	0.416025389	0.296977483	1.40086509	0.16125442	0.887309158	Brachyspira_pilosicoli	QJ	decrease
Bradymonadales_bacterium_V1718	21.8035193064052	-0.821257913847288	0.651835239312988	-1.25991640880426	0.207699518713072		20.4034844	0.215468316	0.470903398	0.457563731	0.647265906		50.44228935	-0.409944389	0.309467406	-1.324677111	0.185278268	0.900216671	Bradymonadales_bacterium_V1718		
Bradymonas_sediminis	103.436636218457	0.200642355774262	0.449438927384451	0.446428521316383	0.655287734335478	0.931491767756077	114.7259187	0.052106405	0.291133949	0.178977426	0.857955427	0.95024886	166.7040074	0.01338235	0.187806765	0.071255951	0.943194052	0.999634334	Bradymonas_sediminis		
Bradyrhizobiaceae_bacterium_SG-6C	11.0360172835523	-1.58177591673962	1.2710725906715	-1.2444418425418	0.21333699118923		5.256512358	-0.597251997	1.228693436	-0.486087074	0.626905431		166.2294151	-0.197505383	0.336109428	-0.587622266	0.556785863	0.999634334	Bradyrhizobiaceae_bacterium_SG-6C		
Bradyrhizobium_amphicarpaeae	14.5362109517364	0.867374845067249	0.868600055489572	0.998589442385388	0.317993616601287		5.667932262	0.654934533	0.930252061	0.704039862	0.48140795		12.25721184	0.147021628	1.341266884	0.109614	0.912715507	0.999634334	Bradyrhizobium_amphicarpaeae		
Bradyrhizobium_betae	8.62690384462304	-0.759888375979215	1.5355211976773	-0.494873256799488	0.620689589358075		24.32714122	-0.536154375	0.631500938	-0.849015959	0.395872412		15.7530511	0.016445285	1.361305845	0.012080522	0.990361372	0.999634334	Bradyrhizobium_betae		
Bradyrhizobium_canariense	30.2024124096991	-0.212367202653837	0.896832652705679	-0.236796911902283	0.812814347379349		22.83638367	-2.146248827	0.608888422	-3.524863913	0.0004237		43.8590674	-0.073244515	0.28142159	-0.260266154	0.794658479	0.999634334	Bradyrhizobium_canariense		
Bradyrhizobium_diazoefficiens	16.4307236809986	2.45961805684056	1.7509724875613	1.40471542203741	0.160105917962129		18.30431221	0.898369793	0.862652608	1.041403902	0.297688132		16.70315668	-0.338287416	2.31973345	-0.145830296	0.884055359	0.999634334	Bradyrhizobium_diazoefficiens		
Bradyrhizobium_erythrophlei	145.492014696747	0.183113293382642	0.321395005275055	0.569745299015865	0.56885046122395	0.902400536822392	150.4128778	0.213141049	0.202483404	1.052634659	0.292508466	0.579053426	65.44123307	0.141869363	0.470735423	0.301378133	0.763126167	0.999634334	Bradyrhizobium_erythrophlei		
Bradyrhizobium_guangdongense	106.192730172851	-0.640984855127663	0.593017772062084	-1.08088641744881	0.279747641218842	0.755015296022637	90.71746883	-0.121786719	0.401931848	-0.303003406	0.761887266	0.906963051	33.68848737	-1.322613434	0.892740167	-1.481521145	0.138467754	0.86191994	Bradyrhizobium_guangdongense		
Bradyrhizobium_guangxiense	5.54030008006518	0.529640328205455	1.57123168886698	0.337086078366571	0.736052011775028		6.930531751	-1.201796454	1.42766298	-0.841792826	0.399903928		4.477854027	-0.972812644	2.916856864	-0.333514015	0.738746312	0.999634334	Bradyrhizobium_guangxiense		
